Authors,Author(s) ID,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Document Type,Source
"Liu C., Sheng J., David Y., Wei L., Li X., Shang X., Chen L., Shen L.","57191676453;24067754100;57203430468;57203434434;57203435248;57203429817;57192609329;36083286800;","The Anti-proliferation Activity and Mechanism of the Extract from Agaricus bisporus Mushroom Endophyte Bacillus subtilis AB154 on Human Colon Cancer Cell Line Caco-2 [双孢菇内生枯草芽孢杆菌AB154中抑制人结肠癌Caco-2活性成分的发现及机理研究]",2017,"Journal of Chinese Institute of Food Science and Technology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051724194&doi=10.16429%2fj.1009-7848.2017.12.004&partnerID=40&md5=d394d37167288353b7354cd5ef5491b4","A Bacillus subtilis AB154 with anti-proliferation activity on human cancer cells was isolated from the fruit body of white button mushroom (Agaricus bisporus), when we studied the anti-tumor activity of A. bisporus mushroom. The peptide with proliferation inhibiting activity produced by endophyte Bacillus subtilis AB154 was extracted using ammonium sulfate precipitation and DEAE-Sephadex ion exchange chromatography, followed by anti-tumor activity investigation. The results showed that it had a better inhibitory activity against the human colon cancer cell line Caco-2 with IC50 value of 109.94 μg/m L, while the inhibitory ability on human normal bronchial epithelial cell line NHBE was the lowest. Then a peptide component with anti-tumor ability was purified by the high performance liquid chromatography (HPLC), and its structure was identified by matrix-assisted laser desorption/ionization time of flight mass spectrometry (MALDI-TOF MS) and electro spray ionization tandem mass spectrometry (ESI-MS/MS). The result showed that the peptide produced by Bacillus subtilis AB154 belonged to the lipopeptide family of fengycin B1. This research first reported an fengycin B1 lipopeptide with anti-human colon cancer cell Caco-2 activity. The study of inhibitory mechanism showed that the cell cycle of Caco-2 cells treated with fengycin for 12 h were arrested in the G0/G1 phase, and the cell cycle was arrested in the S phase at 24 h. The fragmentation of nuclear chromatin within Caco-2 cells was induced by fengycin. © 2017, Editorial Office of Journal of CIFST. All right reserved.","Agaricus bisporus; Bacillus subtilis; Endophytic; Fengycin; Human colon cancer cell line Caco-2",Article,Scopus
"Hemalatha K., Manoharan S., Begum M.S., Neelakandan M.","56465641900;34971576900;57200305257;57193998137;","Tumor suppressing potential of Cajanus cajan in 7,12-dimethylbenz(A) anthracene (DMBA)-induced hamster buccal pouch carcinogenesis",2017,"International Journal of Research in Pharmaceutical Sciences",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040721031&partnerID=40&md5=f153619ff4a8de5147e0a2b600653a89","Traditional medicine has explored the diverse pharmacological efficacy of Cajanus cajan leaves including anti-inflammatory and antioxidant potential. To scientifically validate the tumor inhibitory potential of Cajanus cajan leaves, the present study utilized the 7,12-dimethylbenz(a)anthracene (DMBA)-induced hamster buccal pouch carcinogenesis as an experimental oral cancer model. The ethanolic extract of Cajanus cajan leaves (CcELet) suppressed the tumor formation in the pre- initiation phase and reduced the formation of tumors and tumor size as well in the post-initiation phase. Also, the Cajanus cajan leaves modulated the status of lipid peroxidation, antioxidants, and phase I and phase II detoxification agents towards tumor inhibition in the hamsters treated with DMBA. The results of the study thus explore the anti-tumor potential of Cajanus cajan leaves during DMBA induced hamster buccal pouch carcinogenesis. © J. K. Welfare & Pharmascope Foundation.","Antioxidants; Cajanus cajan; Detoxification agents; Lipid peroxidation; Oral cancer",Article,Scopus
"Hudayah T., Gul-E-Saba, Taib M., Ismail N., Muhammad T.S.T.","57200363605;55603161400;6603895863;55579449900;6507176556;","Methanol extracts of four selected marine sponges induce apoptosis in human breast cancer cell line, MCF-7",2017,"International Journal of Research in Pharmaceutical Sciences",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040973332&partnerID=40&md5=7f1b3519e86235289d89b09358f9a0e1","Breast cancer is the most frequently diagnosed cancers among women worldwide. However, due to limited chemotherapeutic efficacy of current anticancer drugs, various natural products have been screened for novel alternative chemotherapeutic agents. Marine environment offers vast diversity of living organisms that provide compounds with impressive structural diversity and drug-like properties. Therefore, the main aim of this study was to determine the cytotoxic effects and mechanisms of cell death exerted by marine sponges on human breast cancer cell line, MCF-7. Four species, namely Aaptos sp., Stryphuous ponderosus, Theonella sp. and Xestospongia sp, were selected for this study. Methanol extracts from three species produced potent cytotoxicity effects with IC50 values at 72hr of less than 30μg/ml in the order of Aaptos sp. > S. ponderosus > Theonella sp. Due to the lack of studies on S. ponderosus, extract from this species was then used to determine its mechanisms of cell death. MCF-7 cell death exerted by the extract was found to be mediated by apoptosis based on the presence of DNA fragmentation in treated cells. Treatment of cells with the extract increased the levels of of caspase 3 suggesting that the protein was responsible in triggering the DNA fragmentation. In addition, the extract also induced the levels of caspases 8 and 9 and the levels of caspase 8 was higher than the latter suggesting that extrinsic was the major pathway that involved in inducing apoptosis. The apoptotic-induced cytototoxicity activity of the methanol extract of S. ponderosus may be due to the presence alkaloid and terpenoid compounds, and thus, may have the potential to be developed further as candidates for chemotherapeutic drugs for the treatment of breast cancer. © JK Welfare & Pharmascope Foundation | International Journal of Research in Pharmaceutical Sciences.","Apoptosis; Breast cancer; Caspases; Marine extract; S. ponderosus",Article,Scopus
"Domingo J.L., Rovira J., Nadal M., Schuhmacher M.","7201472274;36144515500;7004563295;57200588141;","High cancer risks by exposure to PCDD/Fs in the neighborhood of an Integrated Waste Management Facility",2017,"Science of the Total Environment",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021662243&doi=10.1016%2fj.scitotenv.2017.06.272&partnerID=40&md5=c92b0f1c7eb013233c8f5e0c8c8df7c6","In 2014, we conducted a study aimed at screening the concentrations of polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDD/Fs), polychlorinated biphenyls (PCBs) and various trace elements in air and soil samples collected in an urban area of Sant Adrià de Besòs (Barcelona, Spain) in the vicinity of an Integrated Waste Management Facility (IWMF). It consists of a mechanical-biological treatment plant (MBT) and an old municipal solid waste incinerator (MSWI). Human health risks for the population living in the area were also assessed. The most worrying result was the high cancer risks estimated for the area (2.5 × 10− 6). In March 2017, we have carried out a new survey to check if the authorities had taken the necessary and urgent measures to reduce the environmental concentrations of PCDD/Fs -and the human health risks- until acceptable levels. Although the concentrations of PCDD/Fs in soils are currently lower (mean value: 1.66 vs. 3.6 ng WHO-TEQ/kg in 2014), they are still are notably higher than those found near other MSWIs of Catalonia. In turn, the levels of PCDD/Fs in air are even higher than in 2014 (mean value: 0.044 vs. 0.026 pg WHO-TEQ/m3 in 2014), being also the highest detected in similar zones of Catalonia. The current cancer risk due to PCDD/F exposure for the residents in the neighborhood of the IWMF is 2.3 × 10− 6, a worrying fact as the 10− 6 threshold continues to be exceeded. © 2016 Elsevier B.V.","Cancer risks; Integrated Waste Management Facility; Municipal Solid Waste Incinerator; PCDD/Fs; Urban area",Article,Scopus
"Holt E., Audy O., Booij P., Melymuk L., Prokes R., Klánová J.","23979803700;56054403800;36980727800;23489269900;35745190600;6602565572;","Organochlorine pesticides in the indoor air of a theatre and museum in the Czech Republic: Inhalation exposure and cancer risk",2017,"Science of the Total Environment",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026214766&doi=10.1016%2fj.scitotenv.2017.07.203&partnerID=40&md5=325a84d00af32bd1ab05efa942a531bd","Organochlorine pesticides (OCPs) have been used to preserve the integrity of historical buildings or to protect collections of artefacts at potentially large volumes and often without detailed application records. Previous research has focused on the efficiency of remediation at contaminated sites (where identified), as well as improvement of preservation techniques and workplace health and safety. Few studies have assessed the human health risks from occupational exposure to OCPs in buildings of cultural and historical importance. Thus, potential risks may remain unidentified. In the present study, OCPs in indoor air were measured in a baroque theatre and a natural history museum in the Czech Republic, both of which had suspected past indoor application. In the theatre attic p,p′-dichlorodiphenyldichloroethylene (p,p′-DDE) levels in air were up to 190 ng m− 3, confirming past indoor use of p,p′-dichlorodiphenyltrichloroethane (p,p′-DDT). There was also evidence of γ-hexachlorocyclohexane (γ-HCH) use in the theatre (max γ-HCH in air of 56 ng m− 3). Yet, the cancer risk (CR) from occupational exposure via inhalation (Expi) to OCPs in the theatre was low (CR &lt; 4.0 × 10− 6). γ-HCH was found at elevated levels in air of the museum (max γ-HCH in air of 15,000 ng m− 3). CR from Expi in the museum was moderate to high (&gt; 1 × 10− 4). Our results show the CR through Expi to OCPs in buildings, such as museums can still be significant enough to warrant mitigation measures, e.g., remediation. © 2017","Human health (cancer) risk; Inhalation exposure; Organochlorine pesticide; Remediation",Article,Scopus
"Kanaan R., Strange C.","57196278582;57202560080;","Use of multitarget tyrosine kinase inhibitors to attenuate platelet-derived growth factor signalling in lung disease",2017,"European Respiratory Review",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032485119&doi=10.1183%2f16000617.0061-2017&partnerID=40&md5=643d51f91c81f4c416ebefc9729d241a","Platelet-derived growth factors (PDGFs) and their receptors (PDGFRs) play a fundamental role in the embryonic development of the lung. Aberrant PDGF signalling has been documented convincingly in a large variety of pulmonary diseases, including idiopathic pulmonary arterial hypertension, lung cancer and lung fibrosis. Targeting PDGF signalling has been proven to be effective in these diseases. In clinical practice, the most effective way to block PDGF signalling is to inhibit the activity of the intracellular PDGFR kinases. Although the mechanism of action of such drugs is not specific for PDGF signalling, the medications have a broad therapeutic index that allows clinical use. The safety profile and therapeutic opportunities of these and future medications that target PDGFs and PDGFRs are reviewed. © ERS 2017.",,Review,Scopus
"Charloux A., Quoix E.","7003510363;7006740165;","Lung segmentectomy: Does it offer a real functional benefit over lobectomy?",2017,"European Respiratory Review",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032483312&doi=10.1183%2f16000617.0079-2017&partnerID=40&md5=4427e4cd04d8ca88be7638581cb06979","Anatomical segmentectomy has been developed to offer better pulmonary function preservation than lobectomy, in stage IA lung cancer. Despite the retrospective nature of most of the studies and the lack of randomised studies, a substantial body of literature today allows us to evaluate to what extent lung function decreases after segmentectomy and whether segmentectomy offers a real functional benefit over lobectomy. From the available series, it emerges that the mean decrease in forced expiratory volume in 1 s (FEV1) is low, ranging from −9% to −24% of the initial value within 2 months and −3 to−13% 12 months after segmentectomy. This reduction in lung function is significantly lower than that induced by lobectomy, but saves only a few per cent of pre-operative FEV1. Moreover, the published results do not firmly establish the functional benefit of segmentectomy over lobectomy in patients with poor lung function. Some issues remain to be addressed, including whether video-assisted thoracic surgery (VATS) segmentectomy may preserve lung function better than VATS lobectomy in patients with poor lung function, especially within the early days after surgery, and whether this may translate to lowering the functional limit for surgery. Eventually, trials comparing stereotactic ablative body radiotherapy, radiofrequency ablation and segmentectomy functional consequences are warranted. © ERS 2017.",,Review,Scopus
"Ng Kee Kwong F., Nicholson A.G., Harrison C.L., Hansbro P.M., Adcock I.M., Chung K.F.","55828297100;7201890673;57191953268;6603119390;7007066538;57191526254;","Is mitochondrial dysfunction a driving mechanism linking COPD to nonsmall cell lung carcinoma?",2017,"European Respiratory Review",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032486103&doi=10.1183%2f16000617.0040-2017&partnerID=40&md5=48b073f394dd966d32788da3c26a6bff","Chronic obstructive pulmonary disease (COPD) patients are at increased risk of developing nonsmall cell lung carcinoma, irrespective of their smoking history. Although the mechanisms behind this observation are not clear, established drivers of carcinogenesis in COPD include oxidative stress and sustained chronic inflammation. Mitochondria are critical in these two processes and recent evidence links increased oxidative stress in COPD patients to mitochondrial damage. We therefore postulate that mitochondrial damage in COPD patients leads to increased oxidative stress and chronic inflammation, thereby increasing the risk of carcinogenesis. The functional state of the mitochondrion is dependent on the balance between its biogenesis and degradation (mitophagy). Dysfunctional mitochondria are a source of oxidative stress and inflammasome activation. In COPD, there is impaired translocation of the ubiquitin-related degradation molecule Parkin following activation of the Pink1 mitophagy pathway, resulting in excessive dysfunctional mitochondria. We hypothesise that deranged pathways in mitochondrial biogenesis and mitophagy in COPD can account for the increased risk in carcinogenesis. To test this hypothesis, animal models exposed to cigarette smoke and developing emphysema and lung cancer should be developed. In the future, the use of mitochondria-based antioxidants should be studied as an adjunct with the aim of reducing the risk of COPD-associated cancer. © ERS 2017.",,Review,Scopus
"Velvizhi V., Manoharan S., Begum M.S., Buddhan R.","57200307515;34971576900;57200305257;57195364831;","Cissus quadrangularis protects cell surface glycoconjugates during 7,12-dimethylbenz(a)anthracene induced oral carcinogenesis",2017,"International Journal of Research in Pharmaceutical Sciences",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040734396&partnerID=40&md5=7ad8fe3dd11f2656d24eb0ffe5482c94","Glycoproteins play a pivotal role in the maintenance of cellular integrity and thus alterations in the status of glycoproteins could lead to several pathological conditions including malignant transformation. The aim of the present study is to explore the effect of the ethanolic extract of the Cissus quadrangularis leaves on the plasma and buccal mucosa glycoproteins in 7,12-dimethylbenz(a)anthracene (DMBA) induced hamster buccal pouch carcinogenesis. Oral carcinoma was induced in the hamsters’ buccal pouch using the site specific carcinogen, DMBA (3 times a week for 14 weeks, topical application). Plasma and buccal mucosa glycoproteins were found to be enhanced in both the plasma and buccal mucosa of hamsters treated with DMBA alone (tumor bearing hamsters). The status of glycoproteins was found to be reverted in hamsters treated with DMBA + Cissus quadrangularis leaves. The present results thus reveal the defensive role of the Cissus quadrangularis leaves in preserving the cellular integrity during DMBA induced oral carcinogenesis. © J. K. Welfare & Pharmascope Foundation.","Cissus quadrangularis; DMBA; Glycoproteins; Oral cancer",Article,Scopus
[No author name available],[No author id available],"Erratum: Intersections of lung progenitor cells, lung disease and lung cancer (Eur Respir Rev, (2017) 26, 170054, 10.1183/16000617.0054-2017)",2017,"European Respiratory Review",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032463387&doi=10.1183%2f16000617.5054-2017&partnerID=40&md5=8aa347e39ea11938a80a5fac05554d6a","Unfortunately, the caption for figure 1 of this article in the June 2017 issue of the European Respiratory Review contained incorrect citation details. The images were provided courtesy of Samuel P. Rowbotham (Boston Children’s Hospital, Boston, MA, USA; Harvard Medical School, Boston, MA, USA; and Harvard Stem Cell Institute, Cambridge, MA, USA), and were not reproduced from a previous article in Cell (Lee et al., Cell 2014; 156: 440-455), as stated in the original caption. The article has been corrected and republished online. © ERS 2017.",,Erratum,Scopus
"Jastrzebski T., Bebenek M.","56238429200;56008925700;","Peritoneal metastases of colorectal origin-cytoreductive surgery and hyperthermic intraperitoneal chemotherapy (HIPEC). the financial aspect",2017,"Polski Przeglad Chirurgiczny/ Polish Journal of Surgery",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052239842&doi=10.5604%2f01.3001.0010.6733&partnerID=40&md5=98033f40fded07c17d6eaf63c672bdf9","About 10% to 15% of patients with colon cancer have intraperitoneal metastases at diagnosis. The patients with intraperitoneal metastases and without distant metastases can benefit from cytoreductive surgery (CRS) and hyperthermic intraperitoneal chemotherapy (HIPEC). Because up to a half of patients live for at least 5 years after this treatment, the treatment is used more and more often. The treatment of patients with intraperitoneal metastases with CRS and HIPEC costs more than the majority of other medical procedures, because CRS is extensive and takes a lot of time, and after surgery, patients need intensive care and expensive medications and equipment. Currently, only 40% to 80% of costs of CRS and HIPEC are reimbursed in Poland. Because CRS and HIPEC mean a financial loss to hospitals, they are rarely performed. We analyzed the costs of treating patients with peritoneal metastases by CRS and HIPEC in two centers (Gdank, Wroclaw) and showed how this treatment is reimbursed outside Poland. We discussed whether adequate qualification of patients and experience of the teams giving the treatment could reduce the costs. © 2018 Fundacja Polski Przeglad Chirurgiczny.","HIPEC; medical costs; metastases to the peritoneum",Article,Scopus
"Berens A.S., Diem J., Stauber C., Dai D., Foster S., Rothenberg R.","57194858197;7003536471;14720217100;15822088900;23008134800;7005459918;","The use of gamma-survey measurements to better understand radon potential in urban areas",2017,"Science of the Total Environment",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023639175&doi=10.1016%2fj.scitotenv.2017.07.022&partnerID=40&md5=729f5b78d3544f17c9b7c4361efb1a9c","Accounting for as much as 14% of all lung cancers worldwide, cumulative radon progeny exposure is the leading cause of lung cancer among never-smokers both internationally and in the United States. To understand the risk of radon progeny exposure, studies have mapped radon potential using aircraft-based measurements of gamma emissions. However, these efforts are hampered in urban areas where the built environment obstructs aerial data collection. To address part of this limitation, this study aimed to evaluate the effectiveness of using in situ gamma readings (taken with a scintillation probe attached to a ratemeter) to assess radon potential in an urban environment: DeKalb County, part of the Atlanta metropolitan area, Georgia, USA. After taking gamma measurements at 402 survey sites, empirical Bayesian kriging was used to create a continuous surface of predicted gamma readings for the county. We paired these predicted gamma readings with indoor radon concentration data from 1351 residential locations. Statistical tests showed the interpolated gamma values were significantly but weakly positively related with indoor radon concentrations, though this relationship is decreasingly informative at finer geographic scales. Geology, gamma readings, and indoor radon were interrelated, with granitic gneiss generally having the highest gamma readings and highest radon concentrations and ultramafic rock having the lowest of each. Our findings indicate the highest geogenic radon potential may exists in the relatively undeveloped southeastern part of the county. It is possible that in situ gamma, in concert with other variables, could offer an alternative to aerial radioactivity measurements when determining radon potential, though future work will be needed to address this project's limitations. © 2017","Gamma; Geology; Public health; Radiation; Radon",Article,Scopus
"Gopal V., Joshna K., Kavitha B.","55498142500;56896032200;7801347680;","A comparative review on sweet honey and bitter honey",2017,"International Journal of Research in Pharmaceutical Sciences",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040990572&partnerID=40&md5=ff47095a196251003aea0db8b11d5ab7","Honey is a sugary secretion deposited in the honey comb by the bee, Apis dorsata and possibly other species of Apis, e. g. Apis indica, Apis florae, etc. usually contain a variety of nutritional and mineral substances. Honey is an ingredient in most of the Ayurvedic preparations due to its therapeutic use in the treatment of cancer, nervous disorder, and muscular weakness and to treat several infections. There are different types of honey available, in that, bitter honey has been shown that it contains bioactive compounds. Antinutritional qualitative and quantitative analysis of bitter honey shows the presence of flavonoids, saponin glycosides whereas steroids were detected only in sweet honey. Bitter honey obtained from strawberry tree has showed interesting antioxidant antiradical activities and protective effect against thermal cholesterol degradation. It also induces the growth inhibition of human cancer cells. The quality of honey is governed by FSSAI, AGMARK and various pharmacopoeias available for honey. But there is no standard monograph available for bitter honey also the demand for this natural product is increasing globally. So the review work is proposed for the further research in developing the standard monograph and pharmacognostical study for bitter honey. © JK Welfare & Pharmascope Foundation | International Journal of Research in Pharmaceutical Sciences.","Bitter honey; Comparative study; Strawberry tree honey; Sweet honey",Review,Scopus
"Small D.","9043148300;","Defining Moments and Healing Emplotment: “I Have Cancer; It Doesn’t Have Me”",2017,"Health Communication",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039703741&doi=10.1080%2f10410236.2017.1418190&partnerID=40&md5=85b76abfc0f3054a629eec3637348ba6","Whereas illness, sickness, and disease are dark clouds on the horizon of our lives, the complex process of healing is our sunrise. In this essay, I introduce the concept of healing emplotment, a lived process of knowingly bringing together strategies for self-awareness, the creation of hope, and the management of risk to overcome psychosocial peril. This results in a purposeful re-authoring of the self in society, personhood, in the face of life-threatening events. Rather than only bringing threats to which the stricken must respond, serious illness can also present opportunities for narrative re-authoring of our biopsychosocial self. © 2017 Taylor & Francis Group, LLC",,Article in Press,Scopus
"Liu T., Guo H., Xiu W., Wei C., Li X., Di Z., Song W.","57195200054;57199443122;56584138000;36912955600;57195199574;57195201015;57195196238;","Biomarkers of arsenic exposure in arsenic-affected areas of the Hetao Basin, Inner Mongolia",2017,"Science of the Total Environment",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026230665&doi=10.1016%2fj.scitotenv.2017.07.120&partnerID=40&md5=645c7acd6a0101e2f036dd22515e5f69","Seventy saliva samples, seventy urine samples, seventy nail samples, seventy hair samples, eight drinking water samples and ninety-three crop samples were collected from four villages of the Hetao Basin in Inner Mongolia to determine arsenic (As) exposure biomarkers and evaluate relationship between As uptake and human health risk. Trivalent As (As(III)), pentavalent As (As(V)), dimethylarsinic acid (DMA), arsenobetaine (AsB) and monomethylarsonic acid (MMA) were found in all urine samples. Only As(III) and As(V) were detected in saliva samples. In nail and hair samples, DMA, MMA, As(III) and As(V) were observed. Based on total As contents in crops and drinking water, the local residents’ daily intake of total arsenic (TDIAs), the hazard quotient (HQ), and the cancer risk (R) were assessed. Male, older and cases of skin lesion participants generally had higher As contents in saliva, urine, nail and hair samples in relative to others. Salivary, urinary, nail and hair As were not significantly affected by body mass index (BMI) and smoking. Good correlations were observed between TDIAs and salivary, urinary, nail and hair As, showing that saliva, urine, nail and hair samples can be used as biomarkers of As exposure. Individually, levels of arsenicosis were positively correlated with TDIAs. The relationship between TDIAs and prevalence of arsenicosis concluded that, although As levels in crops and drinking water did not exceed national standards, they still pose a potential threat to human health. It was suggested that the maximum permissible levels of crop As and drinking water As should be re-evaluated for protecting human health. © 2017 Elsevier B.V.","Arsenic; China; Chronic poisoning; Food chain; Groundwater; Saliva",Article,Scopus
